name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin
J055148.50+165425.5,87.952115,16.907101,20.42,16.89,14.67,,,,,,,,,,,,,Lamost_DR2
J055158.60+260922.4,87.994171,26.156227,18.18,15.72,14.22,,,,,,,,,,,,,Lamost_DR2
J055206.36+210106.4,88.026502,21.01847,15.23,13.89,13.25,,,,,,,,,,,,,Lamost_DR2
J055206.49+393444.4,88.027049,39.57901,15,14.02,13.4,,,,,,,,,,,,,Lamost_DR2
J055208.93+164846.9,88.037213,16.813046,14.44,13.4,12.94,,,,,,,,,,,,,Lamost_DR2
J055209.80+184639.0,88.040858,18.777514,12.22,11.25,10.78,,,,,,,,,,,,,Lamost_DR2
J055215.88+164503.4,88.066184,16.750951,13.06,11.99,11.5,,,,,,,,,,,,,Lamost_DR2
J055230.17+200459.0,88.125714,20.083083,15.95,14.08,12.98,,,,,,,,,,,,,Lamost_DR2
J055248.16+275033.7,88.200692,27.842705,15.2,14.09,13.38,,,,,,,,,,,,,Lamost_DR2
J055252.99+295016.8,88.220796,29.838016,14.09,10.95,9.71,,,,,,,,,,,,,Lamost_DR2
J055310.92+290444.8,88.295508,29.079122,16.01,13.07,12.05,,,,,,,,,,,,,Lamost_DR2
J055326.86+341002.0,88.36195,34.167246,16.02,14.43,13.68,,,,,,,,,,,,,Lamost_DR2
J055335.71+213938.3,88.398812,21.660639,13.59,13.71,11.18,,,,,,,,,,,,,Lamost_DR2
J055336.64+094251.2,88.402672,9.714223,15.7,14.27,13.49,,,,,,,,,,,,,Lamost_DR2
J055341.00+175949.2,88.420869,17.997,14.42,13.19,12.49,,,,,,,,,,,,,Lamost_DR2
J055353.63+335732.0,88.473481,33.958893,16.24,14.81,14.08,,,,,,,,,,,,,Lamost_DR2
J055400.23+234328.1,88.500966,23.72448,17.2,15.25,14.24,,,,,,,,,,,,,Lamost_DR2
J055401.68+240957.3,88.507024,24.165936,15.81,13.6,12.16,,,,,,,,,,,,,Lamost_DR2
J055403.08+263155.5,88.512839,26.532093,17.91,14.77,12.6,,,,,,,,,,,,,Lamost_DR2
J055418.37+413039.7,88.576563,41.511044,13.11,12.32,11.97,,,,,,,,,,,,,Lamost_DR2
J055442.48+232802.9,88.677008,23.467496,18.84,16.67,15.47,,,,,,,,,,,,,Lamost_DR2
J055444.57+380827.7,88.685739,38.141051,18.37,14.48,13.43,,,,,,,,,,,,,Lamost_DR2
J055520.99+260812.2,88.837465,26.136726,17.97,14.48,12.89,,,,,,,,,,,,,Lamost_DR2
J055526.81+551032.2,88.861728,55.175627,14.33,13.44,13.12,,,,,,,,,,,,,Lamost_DR2
J055528.45+223748.4,88.868573,22.630115,17.03,15.14,14.07,,,,,,,,,,,,,Lamost_DR2
J055529.40+203603.0,88.872509,20.600834,15.26,14.16,13.66,,,,,,,,,,,,,Lamost_DR2
J055533.09+385841.3,88.887894,38.978148,21.19,14.53,13.58,,,,,,,,,,,,,Lamost_DR2
J055535.55+302110.7,88.898143,30.352995,14.54,13.3,12.8,,,,,,,,,,,,,Lamost_DR2
J055536.26+403207.2,88.901118,40.535361,13.93,12.73,12.15,,,,,,,,,,,,,Lamost_DR2
J055538.58+215855.6,88.910787,21.982113,20.99,15.71,13.59,,,,,,,,,,,,,Lamost_DR2
J055548.10+191733.2,88.950428,19.292576,16.9,15.6,14.95,,,,,,,,,,,,,Lamost_DR2
J055556.30+314922.2,88.9846,31.822837,17.2,15.76,15.09,,,,,,,,,,,,,Lamost_DR2
J055607.24-013833.1,89.030179,-1.642555,,13.5215,7.5573,,,,,,,,,,,,,Lamost_DR2
J055619.63+161325.8,89.08183,16.223848,12.91,11.94,11.5,,,,,,,,,,,,,Lamost_DR2
J055626.15+323404.9,89.108984,32.568043,15.64,14.54,14.05,,,,,,,,,,,,,Lamost_DR2
J055633.63+284840.2,89.14016,28.811186,14.74,12.99,11.47,,,,,,,,,,,,,Lamost_DR2
J055641.01+144910.4,89.170895,14.819572,13.48,12.71,12.34,,,,,,,,,,,,,Lamost_DR2
J055647.23+590951.9,89.196815,59.164418,14.2,13.47,13.16,,,,,,,,,,,,,Lamost_DR2
J055704.80+254452.1,89.27,25.747821,17.39,14.08,12.9,,,,,,,,,,,,,Lamost_DR2
J055708.43+335135.8,89.285134,33.859957,11.5263,10.6107,9.7209,,,,,,,,,,,,,Lamost_DR2
J055721.97+394222.9,89.341561,39.706362,13.27,11.51,10.42,,,,,,,,,,,,,Lamost_DR2
J055723.26+380258.6,89.346943,38.049627,13.19,12.04,11.48,,,,,,,,,,,,,Lamost_DR2
J055735.38-064136.9,89.397443,-6.693604,15.35,14.68,14.36,,,,,,,,,,,,,Lamost_DR2
J055802.69+282737.4,89.511222,28.460406,18.68,17.98,17.63,,,,,,,,,,,,,Lamost_DR2
J055808.12+202247.1,89.533842,20.379755,18.23,16.6,15.7,,,,,,,,,,,,,Lamost_DR2
J055812.53+323031.2,89.552219,32.50869,14.04,12.88,12.41,,,,,,,,,,,,,Lamost_DR2
J055821.00+284549.6,89.587501,28.763803,15.15,14.04,13.59,,,,,,,,,,,,,Lamost_DR2
J055827.25+340457.0,89.613575,34.082512,13.93,12.54,11.78,,,,,,,,,,,,,Lamost_DR2
J055830.24+171920.6,89.626021,17.322405,15.31,14.3,13.28,,,,,,,,,,,,,Lamost_DR2
J055835.29+322123.2,89.647048,32.356453,17.65,16.35,14.35,,,,,,,,,,,,,Lamost_DR2
J055838.36-065258.4,89.659843,-6.882895,16.06,14.87,14.37,,,,,,,,,,,,,Lamost_DR2
J055858.56+220519.3,89.744031,22.088722,16.48,14.15,13.32,,,,,,,,,,,,,Lamost_DR2
J055905.54+600319.2,89.773113,60.05534,13.87,13.04,12.69,,,,,,,,,,,,,Lamost_DR2
J055929.36+174308.1,89.872357,17.718931,15.8,13.75,12.46,,,,,,,,,,,,,Lamost_DR2
J055943.18+333821.7,89.929934,33.639384,15.59,14.19,13.47,,,,,,,,,,,,,Lamost_DR2
J055950.21+244753.3,89.959249,24.798159,15.45,12.81,12.03,,,,,,,,,,,,,Lamost_DR2
J055955.11+232847.1,89.979654,23.479772,15.9,14.19,13.19,,,,,,,,,,,,,Lamost_DR2
J060013.34+293405.9,90.055602,29.568327,13.39,12.72,12.48,,,,,,,,,,,,,Lamost_DR2
J060023.16-073633.5,90.096503,-7.609323,13.84,11.8,11.04,,,,,,,,,,,,,Lamost_DR2
J060024.07+311152.5,90.100308,31.197925,15.07,13.06,11.76,,,,,,,,,,,,,Lamost_DR2
J060036.80-055310.9,90.153371,-5.886368,14.33,13.32,12.89,,,,,,,,,,,,,Lamost_DR2
J060050.87+382309.0,90.211996,38.385845,16.37,14.91,14.25,,,,,,,,,,,,,Lamost_DR2
J060059.16+291451.2,90.246526,29.247559,13.23,11.83,11.13,,,,,,,,,,,,,Lamost_DR2
J060109.06+323846.7,90.287762,32.646319,18.7,17.48,17.02,,,,,,,,,,,,,Lamost_DR2
J060115.31+335623.8,90.31382,33.939971,18.5,17.18,16.5,,,,,,,,,,,,,Lamost_DR2
J060117.48+212100.9,90.322863,21.350257,18.32,14.54,12.71,,,,,,,,,,,,,Lamost_DR2
J060121.20+223612.5,90.338334,22.603474,16.3,14.13,12.95,,,,,,,,,,,,,Lamost_DR2
J060122.21+250548.4,90.342547,25.096795,16.05,14.41,13.56,,,,,,,,,,,,,Lamost_DR2
J060122.86+133549.8,90.345291,13.597179,15.33,14.09,13.44,,,,,,,,,,,,,Lamost_DR2
J060124.57-062429.6,90.352385,-6.408244,16.23,15.38,15.02,,,,,,,,,,,,,Lamost_DR2
J060131.42+431010.3,90.380958,43.169541,14.68,13.9,13.6,,,,,,,,,,,,,Lamost_DR2
J060135.93+193809.5,90.39971,19.635991,14.63,12.84,11.9,,,,,,,,,,,,,Lamost_DR2
J060152.13+465526.9,90.467221,46.924161,13.02,12.13,11.73,,,,,,,,,,,,,Lamost_DR2
J060226.12+333138.2,90.608866,33.527279,13.57,12.15,11.22,,,,,,,,,,,,,Lamost_DR2
J060234.62+152236.6,90.64426,15.376852,15.16,13.88,13.16,,,,,,,,,,,,,Lamost_DR2
J060240.54+221916.5,90.668917,22.321262,15.82,14.01,12.98,,,,,,,,,,,,,Lamost_DR2
J060242.29+221734.9,90.676246,22.293054,15.29,13.96,13.44,,,,,,,,,,,,,Lamost_DR2
J060255.69-081551.6,90.732047,-8.264353,14.58,13.61,13.44,,,,,,,,,,,,,Lamost_DR2
J060257.85-033729.1,90.741082,-3.62475,13.36,11.95,10.62,,,,,,,,,,,,,Lamost_DR2
J060258.74+523444.1,90.744784,52.578921,14.6,13.73,13.46,,,,,,,,,,,,,Lamost_DR2
J060317.74+201137.7,90.823924,20.193806,18.77,15.69,13.67,,,,,,,,,,,,,Lamost_DR2
J060318.02+015900.4,90.82512,1.983472,13.4,12.26,10.72,,,,,,,,,,,,,Lamost_DR2
J060325.34+233655.1,90.855623,23.615314,16.49,14.67,13.94,,,,,,,,,,,,,Lamost_DR2
J060330.50+473036.2,90.877098,47.510062,12.24,11.13,10.63,,,,,,,,,,,,,Lamost_DR2
J060340.15+120513.5,90.917327,12.087111,14.66,13.41,12.99,,,,,,,,,,,,,Lamost_DR2
J060345.31+280521.3,90.938793,28.089258,12.84,11.96,11.58,,,,,,,,,,,,,Lamost_DR2
J060350.28+270504.7,90.9595,27.084641,15.73,14.31,13.48,,,,,,,,,,,,,Lamost_DR2
J060402.68+182202.5,91.011179,18.36738,17.35,14.67,13.41,,,,,,,,,,,,,Lamost_DR2
J060407.20+520334.7,91.030038,52.059665,13.43,12.43,11.97,,,,,,,,,,,,,Lamost_DR2
J060422.02+610024.7,91.09178,61.006865,14.08,13.19,12.67,,,,,,,,,,,,,Lamost_DR2
J060422.08+145150.8,91.092001,14.864116,17.49,14.28,12.57,,,,,,,,,,,,,Lamost_DR2
J060511.54+173717.7,91.298111,17.621604,18.87,14.44,12.43,,,,,,,,,,,,,Lamost_DR2
J060514.56+134247.8,91.310706,13.713285,14.56,13.2,12.45,,,,,,,,,,,,,Lamost_DR2
J060516.66-074956.7,91.319422,-7.832437,16.09,14.6,13.91,,,,,,,,,,,,,Lamost_DR2
J060532.06+432631.2,91.383592,43.442009,13.99,13.13,12.71,,,,,,,,,,,,,Lamost_DR2
J060537.56+293816.3,91.406523,29.637888,16.42,14.47,13.26,,,,,,,,,,,,,Lamost_DR2
J060539.68+233408.0,91.415367,23.568903,13.78,12.46,11.76,,,,,,,,,,,,,Lamost_DR2
J060539.91+154447.7,91.416296,15.746598,14.95,13.49,12.79,,,,,,,,,,,,,Lamost_DR2
J060610.99+194442.2,91.545808,19.745058,16.68,15,13.98,,,,,,,,,,,,,Lamost_DR2
J060631.32+233340.0,91.630524,23.561116,15.69,13.92,13.03,,,,,,,,,,,,,Lamost_DR2
J060637.42+213325.4,91.655953,21.557062,17.3,15.38,14.37,,,,,,,,,,,,,Lamost_DR2
J060642.14+162621.9,91.675611,16.439423,17.82,15.75,14.56,,,,,,,,,,,,,Lamost_DR2
J060655.04+583652.0,91.72936,58.61446,13.01,12.02,11.62,,,,,,,,,,,,,Lamost_DR2
J060701.41+175845.0,91.755881,17.979186,18.96,15.49,14,,,,,,,,,,,,,Lamost_DR2
J060701.98+460150.2,91.758276,46.030617,12.45,11.45,11.5,,,,,,,,,,,,,Lamost_DR2
J060706.32+112858.3,91.776347,11.482869,14.21,12.94,12.38,,,,,,,,,,,,,Lamost_DR2
J060709.65+244226.6,91.790214,24.707406,13.7,12.56,12.15,,,,,,,,,,,,,Lamost_DR2
J060712.84+225155.2,91.803516,22.865359,16.96,14.24,14.42,,,,,,,,,,,,,Lamost_DR2
J060716.93+480502.7,91.820556,48.0841,14.51,13.52,13.11,,,,,,,,,,,,,Lamost_DR2
J060720.04+214326.3,91.833532,21.723993,13.65,12.64,12.1,,,,,,,,,,,,,Lamost_DR2
J060724.94+240232.4,91.853931,24.042346,15.52,14.33,13.77,,,,,,,,,,,,,Lamost_DR2
J060732.96+343216.4,91.887339,34.5379,17.79,16.45,15.79,,,,,,,,,,,,,Lamost_DR2
J060819.03+534620.2,92.079297,53.772291,14.95,13.79,13.24,,,,,,,,,,,,,Lamost_DR2
J060830.61+213842.4,92.127558,21.645115,20.12,16.13,14.26,,,,,,,,,,,,,Lamost_DR2
J060838.33+342734.8,92.159737,34.459673,14.99,13.87,13.27,,,,,,,,,,,,,Lamost_DR2
J060840.27-080257.4,92.167801,-8.049303,14.46,13.29,12.72,,,,,,,,,,,,,Lamost_DR2
J060913.00-051212.6,92.304176,-5.203508,16.65,15.51,15.05,,,,,,,,,,,,,Lamost_DR2
J060920.95+593107.1,92.337312,59.518646,14.41,13.72,13.49,,,,,,,,,,,,,Lamost_DR2
J060935.33+022227.1,92.397211,2.374212,14.02,12.17,10.68,,,,,,,,,,,,,Lamost_DR2
J060937.65+303636.6,92.406886,30.610179,15.23,14.15,13.65,,,,,,,,,,,,,Lamost_DR2
J060955.29+212926.0,92.480409,21.490563,17.39,16.56,16.31,,,,,,,,,,,,,Lamost_DR2
J060956.80-021746.4,92.486701,-2.296235,14.44,13.24,12.54,,,,,,,,,,,,,Lamost_DR2
J060957.48-080435.9,92.489508,-8.076664,18.07,15.6,14.36,,,,,,,,,,,,,Lamost_DR2
J060959.19+193155.3,92.496629,19.532054,17.17,14.02,12.71,,,,,,,,,,,,,Lamost_DR2
J061001.32+225222.7,92.505504,22.872976,16.3,15.22,14.7,,,,,,,,,,,,,Lamost_DR2
J061014.29+040654.7,92.559546,4.115208,14.21,12.77,11.28,,,,,,,,,,,,,Lamost_DR2
J061022.90+214521.4,92.595457,21.755964,15.69,14.26,13.32,,,,,,,,,,,,,Lamost_DR2
J061033.75+363129.4,92.640647,36.52486,14.24,13.14,12.51,,,,,,,,,,,,,Lamost_DR2
J061033.84+153213.0,92.641037,15.536963,13.98,12.72,12.18,,,,,,,,,,,,,Lamost_DR2
J061114.47+134829.0,92.810305,13.808068,17.95,16.09,15.06,,,,,,,,,,,,,Lamost_DR2
J061117.76+365551.9,92.824025,36.931103,13.2,12.1,11.59,,,,,,,,,,,,,Lamost_DR2
J061129.35+194137.2,92.872293,19.69367,18.38,14.59,12.91,,,,,,,,,,,,,Lamost_DR2
J061147.81+190819.9,92.94924,19.138869,20.02,15.69,12.62,,,,,,,,,,,,,Lamost_DR2
J061149.50+265625.6,92.956284,26.94046,15.74,14.37,13.5,,,,,,,,,,,,,Lamost_DR2
J061219.99+200209.2,93.083327,20.035913,17.23,14.27,12.74,,,,,,,,,,,,,Lamost_DR2
